movie_id,title,release_date,budget,revenue,genres,production_companies,production_countries,languages,popularity,runtime,vote_average,vote_count,poster_url
1792,Stuck on You,2003-12-10,55000000.0,65784503.0,Comedy,"Conundrum Entertainment, 20th Century Fox",United States of America,English,3.401,119,5.346,679,https://image.tmdb.org/t/p/w500/2vDNBQb1orr8egzhybh7SHqDmeC.jpg
1807,Elephant,2003-09-20,3000000.0,10000000.0,"Crime, Drama","HBO Films, Blue Relief Productions, Meno Film Company",United States of America,English,3.8381,81,7.049,1997,https://image.tmdb.org/t/p/w500/1a4VU9z2hxEvugHMK7VsobB9xTX.jpg
1808,Velvet Goldmine,1998-08-28,9000000.0,4300000.0,"Drama, Music","Zenith Entertainment, Killer Films, Single Cell Pictures, Newmarket Capital Group, Goldwyn Films, Miramax, Channel Four Films",United Kingdom,English,1.6978,123,6.891,518,https://image.tmdb.org/t/p/w500/bsuSac0PldPFcOtR1Vioe7VBF4l.jpg
1809,The Rules of Attraction,2002-10-11,4000000.0,11832822.0,"Drama, Romance, Comedy","Kingsgate Films, Roger Avary Filmproduktion GmbH, Lionsgate","Germany, United States of America","English, Deutsch",4.3574,110,6.2,571,https://image.tmdb.org/t/p/w500/6OybelUmwUkDm7fbX1BI7OhpYeQ.jpg
1812,Trick,1999-07-23,450000.0,2049595.0,"Comedy, Romance","Roadside Attractions, Good Machine",United States of America,English,1.4847,89,7.0,98,https://image.tmdb.org/t/p/w500/3uphUbyfQkiKPt29WIO1vrX0Zyx.jpg
1813,The Devil's Advocate,1997-10-17,57000000.0,153000000.0,"Drama, Mystery, Thriller, Horror","Monarchy Enterprises B.V., Regency Enterprises, Kopelson Entertainment, New Regency Pictures, Taurus Film, Warner Bros. Pictures","Germany, United States of America","English, Français, Deutsch, Italiano, 普通话, Español",13.0246,144,7.47,6376,https://image.tmdb.org/t/p/w500/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg
1816,A Chorus Line,1985-12-10,25000000.0,14202899.0,"Drama, Music","Polygram Pictures, Embassy Films Associates, Columbia Pictures",United States of America,"English, Français",2.4136,117,6.2,189,https://image.tmdb.org/t/p/w500/3emEMcdrABPkFR66ruYRCrbj7u7.jpg
1817,Phone Booth,2003-01-06,13000000.0,97837138.0,"Thriller, Crime","Fox 2000 Pictures, Zucker/Netter Productions",United States of America,"English, Kiswahili",2.7659,81,6.856,3909,https://image.tmdb.org/t/p/w500/r6lIwPKVDa6Q76qH2TbIBqPhXL3.jpg
1819,"You, Me and Dupree",2006-07-13,54000000.0,130628903.0,"Comedy, Romance","MMCB Film Produktion 2004, Universal Pictures, Kaplan/Perrone Entertainment",United States of America,English,1.1978,108,5.6,1378,https://image.tmdb.org/t/p/w500/rtqbg1CKR4dFdmHxmsiM3u9n71I.jpg
1824,50 First Dates,2004-02-13,75000000.0,196482882.0,"Comedy, Romance","Columbia Pictures, Anonymous Content, Flower Films, Happy Madison Productions",United States of America,English,7.1989,99,6.872,7425,https://image.tmdb.org/t/p/w500/4T0cSswKtXk37r0QbqoLbTtlbO1.jpg
1825,Over the Top,1987-02-13,25000000.0,16057580.0,"Action, Drama","The Cannon Group, Warner Bros. Pictures, Golan-Globus Productions",United States of America,English,5.6893,94,6.4,1749,https://image.tmdb.org/t/p/w500/a926UPf4EYbHfjdzf012M5YHiQ5.jpg
1826,Russian Dolls,2005-06-15,13000000.0,23727301.0,"Comedy, Drama, Romance","StudioCanal, TPS Cinéma, Lunar Films, Ce Qui Me Meut Motion Pictures, Canal+, France 2 Cinéma","France, United Kingdom",Français,3.3735,129,6.649,703,https://image.tmdb.org/t/p/w500/3jB22Ii6FuE6YEMn1BHzsXaFUPm.jpg
1830,Lord of War,2005-09-16,50000000.0,72600000.0,"Crime, Drama, Thriller","Endgame Entertainment, Entertainment Manufacturing Company, Ascendant Pictures, Saturn Films, Rising Star Productions, Copag V, VIP Medienfonds 3, Majority Entertainment","France, United States of America, Germany","العربية, Deutsch, English, Français, Pусский, Español, Український, Türkçe",7.5865,122,7.334,5023,https://image.tmdb.org/t/p/w500/3MGQD4yXokufNlW1AyRXdiy7ytP.jpg
1831,The Next Best Thing,2000-03-03,25000000.0,24362772.0,"Comedy, Drama, Romance","Paramount Pictures, Lakeshore Entertainment",United States of America,"Français, English",2.2233,108,5.3,192,https://image.tmdb.org/t/p/w500/iYK1ZUtY4etcn91glUmrGuZRH6M.jpg
1832,Dogma,1999-10-04,10000000.0,33535478.0,"Fantasy, Comedy, Adventure",View Askew Productions,United States of America,English,5.3212,130,6.925,2643,https://image.tmdb.org/t/p/w500/xI5beD8Td79E2uZNAxgd1gWWOEd.jpg
1833,Rent,2005-11-17,40000000.0,31670620.0,"Drama, Romance","1492 Pictures, Columbia Pictures, Revolution Studios",United States of America,English,1.7277,135,6.843,576,https://image.tmdb.org/t/p/w500/fomBrfOHWxlaVcjPk4yCQgIwAnh.jpg
1835,"Farewell, My Lovely",1975-08-08,2500000.0,2000000.0,"Crime, Mystery, Thriller","E.K., ITC Entertainment",United States of America,English,3.1664,95,6.57,164,https://image.tmdb.org/t/p/w500/ygk9oP5BJM7viLut42RidNB5JPV.jpg
1841,Lady in the Lake,1946-12-19,1026000.0,2657000.0,"Mystery, Thriller, Crime",Metro-Goldwyn-Mayer,United States of America,English,1.4519,105,6.01,105,https://image.tmdb.org/t/p/w500/zU8mjnKKI7KZ7FZqkXP7Rzg8ndO.jpg
1842,The Legend of Boggy Creek,1972-08-01,160000.0,22000000.0,"Adventure, Mystery, Horror, Thriller",P & L,United States of America,English,0.6897,87,5.0,71,https://image.tmdb.org/t/p/w500/ewSgkgvwNboYlSZq3iHC1YkbCK1.jpg
1844,Entrapment,1999-04-29,66000000.0,212404400.0,"Romance, Drama, Mystery","Fountainbridge Films, Regency Enterprises","United Kingdom, United States of America",English,4.132,112,6.232,2109,https://image.tmdb.org/t/p/w500/onEHQY4M22CluNfocJRGsVg0dK6.jpg
1847,The Long Goodbye,1973-03-08,1700000.0,959000.0,"Mystery, Drama, Crime","United Artists, Lion's Gate Films",United States of America,English,3.9162,112,7.4,701,https://image.tmdb.org/t/p/w500/oBhUK54yBJ0aH6u9zCzSV5iV7OP.jpg
1850,Man on the Moon,1999-12-22,82000000.0,47434430.0,"Comedy, Drama","Mutual Film Company, Universal Pictures, Jersey Films, Cinehaus, West/Shapiro Productions, Marubeni, TOHO-TOWA, Tele München",United States of America,English,3.4448,118,7.2,1866,https://image.tmdb.org/t/p/w500/msOZS07xRIFnapwp3fprGbKEAfT.jpg
1852,World Trade Center,2006-08-09,65000000.0,163200000.0,"Drama, History, Thriller","Paramount Pictures, Double Feature Films, Moritz Borman Productions, Kernos",United States of America,English,3.4805,129,6.145,1709,https://image.tmdb.org/t/p/w500/bfTiVc8kxq8uRXeblV3Ct35APGu.jpg
1857,The Transformers: the Movie,1986-08-08,6000000.0,5860601.0,"Animation, Science Fiction, Action, Adventure, Family","Marvel Productions, Sunbow Productions",United States of America,"English, 日本語",4.2135,84,7.152,556,https://image.tmdb.org/t/p/w500/j4HTorvJdGOuIgGyE56fMCLmcCg.jpg
1858,Transformers,2007-06-27,150000000.0,709709780.0,"Adventure, Science Fiction, Action","DreamWorks Pictures, di Bonaventura Pictures, DeSanto/Murphy Productions, Paramount Pictures",United States of America,"Español, English",3.9526,144,6.8,11715,https://image.tmdb.org/t/p/w500/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg
1859,Ninotchka,1939-11-23,1365000.0,2279000.0,"Comedy, Romance",Metro-Goldwyn-Mayer,United States of America,English,1.5907,110,7.5,402,https://image.tmdb.org/t/p/w500/v4MkgNqZyodYwBDNbZ64MF9tVEL.jpg
1865,Pirates of the Caribbean: on Stranger Tides,2011-05-15,379000000.0,1046721266.0,"Adventure, Action, Fantasy","Walt Disney Pictures, Jerry Bruckheimer Films, Moving Picture Company",United States of America,"English, Español",18.7313,136,6.562,14463,https://image.tmdb.org/t/p/w500/keGfSvCmYj7CvdRx36OdVrAEibE.jpg
1873,Beyond Rangoon,1995-08-25,23000000.0,14700000.0,"Drama, Thriller","Castle Rock Entertainment, Pleskow/Spikings Productions",No Country,English,0.984,100,6.6,81,https://image.tmdb.org/t/p/w500/xTiy5kSP3Hetig7xB4E8INq5ron.jpg
1878,Fear and Loathing in Las Vegas,1998-05-22,18500000.0,10700000.0,"Adventure, Drama, Comedy","Summit Entertainment, Universal Pictures, Fear and Loathing LLC, Rhino Films, Shark Productions",United States of America,English,4.7784,118,7.212,4787,https://image.tmdb.org/t/p/w500/tisNLcMkxryU2zxhi0PiyDFqhm0.jpg
1879,Guess Who's Coming to Dinner,1967-12-11,4000000.0,56666667.0,"Drama, Romance","Stanley Kramer Productions, Columbia Pictures",United States of America,English,3.3662,108,7.565,873,https://image.tmdb.org/t/p/w500/fkHeYWahNbhxhuLefaAg553lYo5.jpg
1880,Red Dawn,1984-08-10,17000000.0,38400000.0,"Action, Thriller, War, Drama, Science Fiction","United Artists, Sidney Beckerman Productions, Valkyrie Films",United States of America,"English, Pусский, Español",5.3249,114,6.3,841,https://image.tmdb.org/t/p/w500/a2GkHcioc2QEFJbQk1NTB85u3vD.jpg
1883,Malcolm X,1992-11-18,34000000.0,48169908.0,"Drama, History","Warner Bros. Pictures, 40 Acres and a Mule Filmworks, Marvin Worth Productions, Largo International",United States of America,"العربية, English",4.8285,202,7.541,1769,https://image.tmdb.org/t/p/w500/o2s9ow0uRRm1BcF3teznk5twd90.jpg
1885,The Karate Kid,1984-06-22,8000000.0,130442786.0,"Action, Adventure, Drama, Family","Columbia Pictures, Delphi II Productions, Jerry Weintraub Productions",United States of America,English,11.1843,126,7.208,4452,https://image.tmdb.org/t/p/w500/1mp4ViklKvA0WXXsNvNx0RBuiit.jpg
1887,Marie Antoinette,2006-05-24,40000000.0,60917189.0,"Drama, History","Pricel, Columbia Pictures, American Zoetrope, TFC","France, United States of America, Japan","English, Français, Latin",4.1508,123,6.701,2844,https://image.tmdb.org/t/p/w500/cybXGmv8Rjd5Os8Xml6YxMBQ0Zt.jpg
1891,The Empire Strikes Back,1980-05-20,18000000.0,538400000.0,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,8.119,124,8.396,17645,https://image.tmdb.org/t/p/w500/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg
1892,Return of the Jedi,1983-05-25,32350000.0,572700000.0,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,8.1851,132,7.905,16278,https://image.tmdb.org/t/p/w500/jQYlydvHm3kUix1f8prMucrplhm.jpg
1893,Star Wars: Episode I - the Phantom Menace,1999-05-19,115000000.0,924317558.0,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,8.8298,136,6.564,15203,https://image.tmdb.org/t/p/w500/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg
1894,Star Wars: Episode Ii - Attack of the Clones,2002-05-15,120000000.0,649398328.0,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,7.4929,142,6.583,13763,https://image.tmdb.org/t/p/w500/oZNPzxqM2s5DyVWab09NTQScDQt.jpg
1895,Star Wars: Episode Iii - Revenge of the Sith,2005-05-17,113000000.0,850000000.0,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,8.4353,140,7.452,14319,https://image.tmdb.org/t/p/w500/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg
1900,Traffic,2000-12-27,48000000.0,207500000.0,"Thriller, Drama, Crime","USA Films, Initial Entertainment Group, Bedford Falls Productions, Laura Bickford Productions, Compulsion Inc.","Germany, United States of America","Español, English",7.5754,147,7.075,2259,https://image.tmdb.org/t/p/w500/v6YrfR1e2OUAYbXrJ7hv3EiGNcg.jpg
1902,Open Your Eyes,1997-12-19,2900000.0,370720.0,"Drama, Thriller, Science Fiction","Sogetel, Las Producciones del Escorpion, Les Films Alain Sarde, Lucky Red",Spain,Español,3.1317,117,7.5,1106,https://image.tmdb.org/t/p/w500/orjSy9xEGI9jxrtodACH04gANmF.jpg
1903,Vanilla Sky,2001-12-14,68000000.0,203388341.0,"Mystery, Romance, Science Fiction","Paramount Pictures, Cruise/Wagner Productions, Vinyl Films, Sogecine, Summit Entertainment, Artisan Entertainment",United States of America,English,7.6878,136,6.817,4377,https://image.tmdb.org/t/p/w500/cAh2pCiNPftsY3aSqJuIOde7uWr.jpg
1904,Memoirs of a Geisha,2005-12-06,85000000.0,162242962.0,"Drama, Romance, History","Columbia Pictures, DreamWorks Pictures, Spyglass Entertainment, Amblin Entertainment, Red Wagon Entertainment",United States of America,"English, 日本語",3.7264,146,7.657,3193,https://image.tmdb.org/t/p/w500/9twKlPKD5Qd2EXX8lohW4zL8zQ8.jpg
1907,The Beach,2000-02-03,40000000.0,144056873.0,"Drama, Adventure, Romance, Thriller",Figment Films,"United Kingdom, United States of America","English, Français, Hrvatski, Svenska, ภาษาไทย",3.4656,119,6.489,4506,https://image.tmdb.org/t/p/w500/4y7LxD8TSi6AtsM2xSYqUm1gu7u.jpg
1908,Inherit the Wind,1960-07-07,2000000.0,2000000.0,Drama,"Stanley Kramer Productions, United Artists",United States of America,"English, Français, Español",3.5444,128,7.667,435,https://image.tmdb.org/t/p/w500/7oaHcF0gCOt2lKaT2zajhajP0Zo.jpg
1909,Don Juan Demarco,1994-10-12,25000000.0,68792531.0,"Romance, Drama, Comedy","American Zoetrope, New Line Cinema, Juno Pix, Outlaw Productions",United States of America,English,1.9442,97,6.734,766,https://image.tmdb.org/t/p/w500/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg
1911,The 13th Warrior,1999-08-13,120000000.0,61698899.0,"Adventure, History, Action","Touchstone Pictures, Crichton/McTiernan Productions",United States of America,"English, Norsk",4.2794,102,6.688,1932,https://image.tmdb.org/t/p/w500/pj1IQQ7ajwaOrjjTCxyM1L4mSnX.jpg
1913,The Sea Inside,2004-09-03,12806000.0,43731621.0,Drama,"Sogecine, Himenóptero, UGC, Eyescreen","Spain, France, Italy","Galego, Español",2.121,125,7.574,963,https://image.tmdb.org/t/p/w500/mQW1JJKCUg02cmWBzr9JFu9vM1V.jpg
1919,Away from Her,2007-05-04,3000000.0,9194283.0,"Drama, Romance","Foundry Films, Capri Releasing, HanWay Films, Echo Lake Entertainment, Corus Entertainment, Pulling Focus Pictures, The Film Farm",Canada,English,0.6733,110,7.017,229,https://image.tmdb.org/t/p/w500/oyPE6i9sylR1UhTPFmniOHcQpKb.jpg
1921,Sweet November,2001-02-16,40000000.0,65754228.0,"Drama, Romance","Bel Air Entertainment, Warner Bros. Pictures, 3 Arts Entertainment",United States of America,English,4.2336,119,6.874,1368,https://image.tmdb.org/t/p/w500/3biEHZSBSYqSkawU2sQyNbLcjgE.jpg
1923,Twin Peaks: Fire Walk with Me,1992-06-03,10000000.0,4248389.0,"Drama, Mystery, Horror","CiBy Pictures, Twin Peaks Productions",United States of America,English,7.053,135,7.388,2073,https://image.tmdb.org/t/p/w500/rol5H6loAojd6tH2VXQYEXzGQk1.jpg
1924,Superman,1978-12-14,55000000.0,300478449.0,"Science Fiction, Action, Adventure","Dovemead Films, Alexander and Ilya Salkind Productions, International Film Production","United Kingdom, United States of America",English,10.2992,144,7.153,4050,https://image.tmdb.org/t/p/w500/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg
1927,Hulk,2003-06-19,137000000.0,245360480.0,"Science Fiction, Adventure, Action","Marvel Enterprises, Universal Pictures, Good Machine, Valhalla Motion Pictures",United States of America,"English, Español",9.7614,138,5.574,6031,https://image.tmdb.org/t/p/w500/UllIft2jLSBaay3zQyMV4GNdfy.jpg
1930,The Amazing Spider-man,2012-06-23,215000000.0,757930663.0,"Action, Adventure, Science Fiction","Marvel Entertainment, Laura Ziskin Productions, Columbia Pictures, Matt Tolmach Productions, Arad Productions",United States of America,English,19.8182,136,6.721,17897,https://image.tmdb.org/t/p/w500/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg
1931,Stomp the Yard,2007-05-16,13000000.0,75511123.0,"Drama, Music","Screen Gems, Rainforest Entertainment",United States of America,English,2.2962,114,7.085,482,https://image.tmdb.org/t/p/w500/dald9tUbRmGQ91CUJnzaBAjjvUf.jpg
1933,The Others,2001-08-02,17000000.0,210002906.0,"Horror, Mystery, Thriller","Cruise/Wagner Productions, Sogecine, Las Producciones del Escorpion","Spain, United States of America, France, Italy","Français, English",6.8392,104,7.6,6813,https://image.tmdb.org/t/p/w500/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg
1934,Shakespeare in Love,1998-12-11,25000000.0,289300000.0,"Romance, History, Comedy","Miramax, Universal Pictures, Bedford Falls Productions",United States of America,English,4.0722,123,6.853,3080,https://image.tmdb.org/t/p/w500/zdW7jdzPi4J9KZR3TyY2jn3Xh5e.jpg
1935,Me and My Sister,2004-11-21,4277280.0,10467048.0,"Drama, Comedy","Pan-Européenne, StudioCanal, France 2 Cinéma",No Country,No Language,0.7765,92,5.6,72,https://image.tmdb.org/t/p/w500/qf0IxCbVB1dwt6qrOcEIVkJxHm8.jpg
1936,River of No Return,1954-04-30,2195000.0,3820291.0,"Adventure, Western",20th Century Fox,United States of America,English,3.5807,91,6.7,457,https://image.tmdb.org/t/p/w500/47L7Uean0SqB74Qr6qVG5Vb5kgH.jpg
1939,Laura,1944-11-26,1020000.0,2000000.0,"Drama, Mystery",20th Century Fox,United States of America,English,5.5391,88,7.626,850,https://image.tmdb.org/t/p/w500/j0zEiFFrdbZnMXqD3piOtZBJeNB.jpg
1940,Porgy and Bess,1959-06-24,7000000.0,3500000.0,"Music, Drama, Romance","Samuel Goldwyn Productions, Columbia Pictures",United States of America,English,1.8155,138,6.1,24,https://image.tmdb.org/t/p/w500/g4zwlj8bgRYsUoF0VEwPEgldCvn.jpg
1941,Exodus,1960-12-15,4000000.0,20000000.0,"Drama, War","Otto Preminger Films, United Artists, Carlyle-Alpina, S.A.",United States of America,English,4.1942,208,6.7,210,https://image.tmdb.org/t/p/w500/1JXFJRztd43gCf4TAodNUwkfZoi.jpg
1944,The Door in the Floor,2004-07-18,7500000.0,6715067.0,Drama,"Focus Features, Revere Pictures, This is that",United States of America,English,1.1421,111,6.083,216,https://image.tmdb.org/t/p/w500/2elMSIcQ9wDuFz1uzLU72AAKFOF.jpg
1945,Nell,1994-12-23,31000000.0,106683817.0,"Drama, Thriller","Egg Pictures, PolyGram Filmed Entertainment",United States of America,English,1.7295,112,6.57,521,https://image.tmdb.org/t/p/w500/aIDp3x2YfijtdherR28pIH6yenn.jpg
1946,Existenz,1999-04-14,15000000.0,2856712.0,"Action, Thriller, Science Fiction","Alliance Atlantis, Serendipity Point Films, Natural Nylon Entertainment","Canada, France, United Kingdom",English,2.8743,97,6.8,2039,https://image.tmdb.org/t/p/w500/kETKF0JhdTPn1knci8CAdYL0d79.jpg
1947,An Unfinished Life,2005-09-09,30000000.0,18618284.0,Drama,"Miramax, Revolution Studios, Initial Entertainment Group, The Ladd Company, Kalis Productions GmbH & Co. Zweite KG, Persistent Entertainment, Unfinished Films","United States of America, Germany","English, Français",3.5732,108,6.816,645,https://image.tmdb.org/t/p/w500/7ugLG1yF1l8HWYhmdmHHSC3kJ8b.jpg
1948,Crank,2006-08-31,12000000.0,42900000.0,"Action, Thriller, Crime","Lakeshore Entertainment, RadicalMedia, GreeneStreet Films, Lionsgate",United States of America,"English, Español, 한국어/조선말",6.8096,88,6.65,3976,https://image.tmdb.org/t/p/w500/rsKmhnvzJezjwC1Ud2Hh37oNpdQ.jpg
1949,Zodiac,2007-03-02,65000000.0,84785914.0,"Crime, Mystery, Thriller","Paramount Pictures, Warner Bros. Pictures, Phoenix Pictures",United States of America,English,10.175,157,7.528,11018,https://image.tmdb.org/t/p/w500/6YmeO4pB7XTh8P8F960O1uA14JO.jpg
1950,Lucky You,2007-05-01,55000000.0,8461686.0,"Drama, Romance","Lonely Film Productions GmbH & Co. KG., Village Roadshow Pictures, Deuce Three Productions, Di Novi Pictures, Warner Bros. Pictures",United States of America,English,1.6794,124,5.63,273,https://image.tmdb.org/t/p/w500/23jI1zZnrLlrkeGjjkBkUF4FVTf.jpg
1951,Manderlay,2005-06-03,14200000.0,674918.0,Drama,"Zentropa Entertainments, Isabella Films B.V., Pain Unlimited Filmproduktion, Manderlay, Sigma Films, Memfis Film, Ognon Pictures, Film i Väst, DR, ARTE France Cinéma, SVT, WDR, ARTE, NPS, YLE","Denmark, France, Germany, Italy, Netherlands, Sweden, United Kingdom",English,2.8393,139,6.878,364,https://image.tmdb.org/t/p/w500/6HYoHEcLNgETHlJDyQrC4Y7e01.jpg
1954,The Butterfly Effect,2004-01-17,13000000.0,96800000.0,"Science Fiction, Thriller","FilmEngine, Katalyst Films, BenderSpink, New Line Cinema","Canada, United States of America",English,9.5047,113,7.575,7827,https://image.tmdb.org/t/p/w500/ea5iv7TWMh18fOKoRGgmtcg85Gx.jpg
1955,The Elephant Man,1980-10-09,5000000.0,26000000.0,"Drama, History",Brooksfilms,"United Kingdom, United States of America",English,7.3166,124,8.0,3715,https://image.tmdb.org/t/p/w500/u0wpPYjuSt8DIe1Y3Vapnh8jcKE.jpg
1956,Gerry,2002-09-20,3500000.0,255000.0,"Drama, Adventure, Mystery","My Cactus, Epsilon Motion Pictures, Tango Films","United States of America, Argentina",English,1.5748,103,6.095,331,https://image.tmdb.org/t/p/w500/jzuPVECdfWuHoBIqQEFajbSwwpa.jpg
1957,Enough,2002-05-21,38000000.0,51800000.0,"Drama, Thriller",Winkler Films,United States of America,English,4.2378,114,6.665,1190,https://image.tmdb.org/t/p/w500/yAfXnB6B69iM8KiWwzGulCXF4Mo.jpg
1958,8 Women,2002-02-06,8000000.0,42400000.0,"Comedy, Thriller, Mystery","Fidélité Productions, France 2 Cinéma, Mars Films, BiM Distribuzione","France, Italy",Français,1.4444,111,6.901,1017,https://image.tmdb.org/t/p/w500/bJu4Gm7NQb2woPiIovrPD5jNWzf.jpg
1961,My Name Is Bruce,2007-10-01,1500000.0,173066.0,"Comedy, Horror, Fantasy","Dark Horse Entertainment, Image Entertainment",United States of America,English,0.8153,86,5.8,347,https://image.tmdb.org/t/p/w500/et2f1JBW533ZzYiCEA2T7nwzcs1.jpg
1963,The Bow,2005-05-12,950000.0,2032404.0,Drama,"Kim Ki Duk Film, Happinet Pictures, Cineclick Asia","South Korea, Japan",한국어/조선말,2.136,90,6.921,208,https://image.tmdb.org/t/p/w500/nsFe9RJkYEGIjXVCLYHo8irZhXR.jpg
1965,A Perfect Murder,1998-06-05,60000000.0,128038368.0,"Crime, Thriller, Drama","Kopelson Entertainment, Warner Bros. Pictures",United States of America,"العربية, English",4.8508,107,6.541,1464,https://image.tmdb.org/t/p/w500/wC0ax12N9GQ8vMXPEs4nES5AAiB.jpg
1966,Alexander,2004-11-21,155000000.0,167298192.0,"War, History, Action, Adventure, Drama, Romance","Intermedia Films, IMF Internationale Medien und Film 3 & Produktions, Gordian Productions, The Great Filmproductie, Cecchi Gori Group, Renn Productions, Pathé, Warner Bros. Pictures","France, Germany, Italy, Netherlands, United Kingdom, United States of America",English,8.5825,176,5.949,3365,https://image.tmdb.org/t/p/w500/jrwQu72sGwGqwE8Ijne89PSIvhp.jpg
1968,Fools Rush in,1997-02-14,20000000.0,42000000.0,"Comedy, Drama, Romance",Columbia Pictures,United States of America,English,3.8524,109,6.481,571,https://image.tmdb.org/t/p/w500/14zKnK5ZB2kyYwLiij0ULN1HQ9.jpg
1969,Bandidas,2006-01-18,35000000.0,18381890.0,"Action, Comedy, Western, Crime","A.J.O.Z. Films, Ultra Films, EuropaCorp, TF1 Films Production","United States of America, France, Mexico","English, Español",2.1993,93,6.033,1125,https://image.tmdb.org/t/p/w500/31wgXG6OxDaXbp5IzyNoUJdVS5e.jpg
1970,The Grudge,2004-10-22,10000000.0,183474602.0,"Horror, Mystery, Thriller",Ghost House Pictures,"Japan, United States of America","English, 日本語",5.1106,92,5.914,3035,https://image.tmdb.org/t/p/w500/5AGB8FVELnhMMw3nO372sw1xp58.jpg
1975,The Grudge 2,2006-10-12,20000000.0,39143839.0,"Horror, Thriller","Ghost House Pictures, Columbia Pictures, Mandate International",United States of America,"English, 日本語, Pусский",3.4121,102,5.538,1063,https://image.tmdb.org/t/p/w500/bar7YmgKImN0VljpdLDhvLwMZo4.jpg
1977,The Grudge 3,2009-05-12,5000000.0,38610009.0,"Mystery, Horror, Thriller","Stage 6 Films, Ghost House Pictures",United States of America,"English, 日本語, Polski",3.4308,90,5.385,619,https://image.tmdb.org/t/p/w500/uEOWWRr8BbgPM0BiJiSTwHGaRx4.jpg
1978,Stage Fright,1950-02-23,1450000.0,1900000.0,Thriller,"Warner Bros. Pictures, Transatlantic Pictures",United Kingdom,English,1.6684,110,6.808,342,https://image.tmdb.org/t/p/w500/l43OTqhib8do1WwXig8JI8Y68Fd.jpg
1979,Fantastic Four: Rise of the Silver Surfer,2007-06-13,130000000.0,301913131.0,"Science Fiction, Adventure, Action","1492 Pictures, Bernd Eichinger Productions, 20th Century Fox, Constantin Film, Marvel Studios, Ingenious Film Partners","Germany, United Kingdom, United States of America","English, 日本語, العربية, 普通话",15.894,92,5.621,8117,https://image.tmdb.org/t/p/w500/f3ldtPF7SESMcyAIyIJHBLlBBkr.jpg
1985,The Constant Gardener,2005-08-31,25000000.0,82468097.0,"Drama, Mystery, Thriller","Scion Films, Studio Babelsberg, Epsilon Motion Pictures, UK Film Council, Potboiler Productions, Blue Sky Africa","China, Germany, United Kingdom, United States of America","Deutsch, English, Italiano, Kiswahili",3.142,129,7.007,1584,https://image.tmdb.org/t/p/w500/nkXq7V7mmJVbvwZGr3nxkHo7HkS.jpg
1986,Live and Become,2005-03-30,5650000.0,3691534.0,Drama,"France 3 Cinéma, Elzévir Films, Oï  Oï  Oï Productions, Cattleya, K2 SA, Transfax Film Productions, Canal+, Medusa Film, SCOPE Invest, CinéCinéma, Kiosque, Fonds Eurimages du Conseil de l'Europe, CNC, Centre du Cinéma et de l'Audiovisuel de la FWB, MEDIA Programme of the European Union, SCOPE Pictures, Tax Shelter du Gouvernement Fédéral Belge","France, Israel, Belgium, Italy","Français, עִבְרִית",0.6097,140,7.5,185,https://image.tmdb.org/t/p/w500/kc1GnNnFH99VWoSCQwPQ9ZslU4t.jpg
1988,A Mighty Heart,2007-06-22,16000000.0,18928871.0,"Drama, Thriller, History","Plan B Entertainment, Revolution Films, Paramount Vantage","France, United Kingdom, Pakistan, United States of America","English, Français, اردو",2.0706,108,6.41,344,https://image.tmdb.org/t/p/w500/z5f7KPg8vqqYXtaF0wUkSWryDIg.jpg
1989,My Blueberry Nights,2007-11-28,10000000.0,21800000.0,"Drama, Romance","Block 2 Pictures, StudioCanal, Jet Tone Production","China, France, Hong Kong",English,2.216,95,6.413,804,https://image.tmdb.org/t/p/w500/w9w3m2IB9QRZXxi6R51ZamKv3HS.jpg
1990,Paranoid Park,2007-07-12,3000000.0,4545747.0,"Drama, Crime, Mystery","MK2 Films, Meno Film Company","France, United States of America",English,2.9967,84,6.543,565,https://image.tmdb.org/t/p/w500/qdxQ8vZJoZuLqU9MXYW2vnRwhan.jpg
1991,Death Proof,2007-05-22,25000000.0,31126421.0,"Action, Thriller","Dimension Films, Troublemaker Studios",United States of America,English,6.8744,113,6.834,5347,https://image.tmdb.org/t/p/w500/vtu6H4NWnQVqEp3aanUq3hNeeot.jpg
1992,Planet Terror,2007-04-06,23000000.0,11446172.0,"Horror, Action, Thriller","Dimension Films, Troublemaker Studios, Rodriguez International Pictures",United States of America,English,4.5339,105,6.678,3628,https://image.tmdb.org/t/p/w500/3705GxG0RN9XDV5y9IiXKYHw1fK.jpg
