id,title,release_date,budget,revenue
7305,Alive,1993-01-15,32000000,36733909.0
24735,Agnes of God,08/21/1985,0,0.0
9475,Scent of a Woman,1992-12-23,,134095253.0
8872,Wayne's World,14-02-1992,20000000,121697323.0
8873,Wayne's World 2,10-12-1993,0,47965000.0
11287,A League of Their Own,07/01/1992,,107458785.0
9869,Patriot Games,06/04/1992,45000000,178051587.0
619,The Bodyguard,1992-11-25,,411006740.0
9374,Death Becomes Her,30-07-1992,55000000,149022650.0
11259,Far and Away,22-05-1992,60000000,137783840.0
8293,Howards End,03/13/1992,0,25966555.0
11068,Singles,1992-09-18,0,18472850.0
1923,Twin Peaks: Fire Walk with Me,06/03/1992,0,4160851.0
10158,White Men Can't Jump,1992-03-26,0,90753806.0
10206,Buffy the Vampire Slayer,07/24/1992,7000000,16624456.0
11782,Hard Boiled,04/16/1992,4500000,0.0
10086,Man Bites Dog,1992-05-01,0,0.0
9367,El Mariachi,04-09-1992,220000,2040920.0
9876,Stop! Or My Mom Will Shoot,1992-02-21,0,70611210.0
10326,Forever Young,12/16/1992,0,128000000.0
16562,The Cutting Edge,1992-03-27,0,25105517.0
9609,Of Mice and Men,16-09-1992,0,5471088.0
12143,Bad Lieutenant,16-09-1992,1000000,2019469.0
4234,Scream 3,03-02-2000,40000000,161834276.0
9605,Single White Female,14-08-1992,,48017402.0
8374,The Boondock Saints,1999-01-22,6000000,30471.0
29076,Gun Shy,2000-02-04,10000000,1631839.0
80471,Beloved/Friend,01/29/1999,0,0.0
49477,Gendernauts: A Journey Through Shifting Identities,06/12/1999,,0.0
121940,Knockout,02/04/2000,0,0.0
28156,The Baby,1973-03-01,0,0.0
113096,The Brandon Teena Story,1998-09-23,0,0.0
106837,Different for Girls,10/01/1996,0,0.0
24349,Minnie and Moskowitz,1971-12-22,0,0.0
27841,They Might Be Giants,09-06-1971,0,0.0
1907,The Beach,2000-02-11,40000000,144056873.0
15489,Snow Day,2000-02-11,0,0.0
15655,The Tigger Movie,2000-02-11,30000000,45554533.0
68546,Cotton Mary,01-01-1999,0,0.0
36210,Not One Less,09/07/1999,0,0.0
279444,Soft Toilet Seats,1999-12-03,0,0.0
77908,Trois,2000-02-11,200000,1160268.0
22342,The Big Combo,15-02-1955,0,0.0
96484,Conceiving Ada,02/19/1999,0,0.0
30062,Eaten Alive,12/25/1976,520000,0.0
62463,Raining Stones,1993-09-09,0,0.0
25934,"To Sir, with Love",1967-06-14,640000,0.0
101383,With Byrd at the South Pole,06/28/1930,0,0.0
14181,Boiler Room,18-02-2000,26000000,28780255.0
10385,Hanging Up,2000-02-16,40000000,36037909.0
2787,Pitch Black,2000-02-18,23000000,53187659.0
2069,The Whole Nine Yards,18-02-2000,41300000,106371651.0
61416,Beautiful People,09/16/1999,0,0.0
79515,Black Tar Heroin: The Dark End of the Street,2000-03-17,0,0.0
14839,Blue Collar,02/10/1978,,6521083.0
42186,Bluebeard,1944-11-11,,0.0
28978,The Circus,1928-01-06,,0.0
901,City Lights,30-01-1931,1500000,19181.0
25010,The Flamingo Kid,12/21/1984,0,0.0
36208,A Dog's Life,04/14/1918,0,0.0
10098,The Kid,21-01-1921,0,2500000.0
18264,The Man from Laramie,31-08-1955,0,0.0
291861,The Wild McCullochs,1975-05-21,0,0.0
33374,Class Reunion,29-10-1982,0,0.0
43368,The Big Trees,02/05/1952,0,0.0
127602,Happy Go Lovely,06-03-1951,0,0.0
2155,Reindeer Games,25-02-2000,42000000,32168970.0
11004,Wonder Boys,22-02-2000,35000000,0.0
25212,Deterrence,10-03-2000,0,0.0
36048,Judy Berlin,01/01/1999,0,0.0
139,Mifune,03/12/1999,0,0.0
210307,The Waiting Game,1999-03-25,0,0.0
47816,3 Strikes,03/01/2000,6000000,9000000.0
20682,Chain of Fools,2000-09-22,,0.0
25166,Drowning Mona,2000-03-03,16000000,15427192.0
1831,The Next Best Thing,2000-03-03,25000000,24362772.0
10416,What Planet Are You From?,03/03/2000,0,0.0
14271,Beyond the Mat,10/22/1999,2053648,500000.0
4816,Ghost Dog: The Way of the Samurai,09/13/1999,0,0.0
19958,The Year My Voice Broke,01/01/1987,0,0.0
28569,Splendor in the Grass,10-10-1961,0,0.0
2193,My Tutor,1983-03-04,0,22587000.0
64871,The Legend of Lobo,07-11-1962,0,0.0
54575,The Killing of Sister George,09/01/1968,0,0.0
11016,Key Largo,31-07-1948,0,0.0
23020,Jail Bait,01-01-1954,0,0.0
54195,It Happened Here,1966-05-01,0,0.0
139058,I'll Never Forget What's'isname,1967-12-18,0,0.0
20423,For All Mankind,01-01-1989,0,770132.0
10839,Cross of Iron,29-01-1977,,0.0
36489,Bride of the Monster,11-05-1955,,0.0
24481,Born Yesterday,25-12-1950,0,0.0
11296,Birdy,1984-12-14,12000000,1400000.0
61651,And God Created Woman,03/04/1988,0,0.0
28172,Blood Feast,06-06-1963,24500,4000000.0
57855,"Charlie, the Lonesome Cougar",10/18/1967,0,0.0
28180,Color Me Blood Red,13-10-1965,50000,0.0
14280,Never Cry Wolf,07-10-1983,0,0.0
72086,The Night Visitor,1971-01-01,0,0.0
149687,The Perils of Pauline,1947-07-04,0,0.0
29478,A Raisin in the Sun,1961-05-28,1500000,0.0
28177,Two Thousand Maniacs!,20-03-1964,,0.0
64166,Brown's Requiem,11/01/1998,0,0.0
73642,The Closer You Get,12/27/2000,0,0.0
2067,Mission to Mars,10-03-2000,90000000,60874615.0
622,The Ninth Gate,1999-08-24,,58401898.0
110666,Condo Painting,2000-03-17,0,0.0
28463,East/West,1999-09-01,0,0.0
12186,Defending Your Life,03/22/1991,0,0.0
20283,Breaking Away,24-05-1979,0,20000000.0
5693,Hoosiers,1986-11-14,9000000,28607524.0
287,Bull Durham,06/15/1988,7000000,50888000.0
968,Dog Day Afternoon,08/11/1975,0,46665856.0
838,American Graffiti,01-08-1973,777000,140000000.0
16958,The Asphalt Jungle,1950-05-22,0,0.0
3114,The Searchers,03/13/1956,3750000,0.0
31938,The Devil's Brigade,15-05-1968,0,0.0
12501,The Big Country,1958-09-30,0,0.0
22650,Any Number Can Win,03/19/1963,0,0.0
31618,Betrayed,08/26/1988,19000000,0.0
42232,Bound for Glory,1976-12-05,0,0.0
15873,The Bridge at Remagen,06/25/1969,0,0.0
26928,Buck and the Preacher,1972-03-17,0,0.0
68427,Daughters of the Dust,10-09-1991,800000,0.0
25392,Destination Moon,06/26/1950,0,0.0
67455,The Fantastic Night,07/10/1942,0,0.0
22178,Hangmen Also Die!,15-04-1943,0,0.0
48213,The Ogre,1996-01-01,0,0.0
35412,On the Beach,12/16/1959,0,0.0
43463,Railroaded!,09/25/1947,0,0.0
59939,Slaves to the Underground,1997-11-14,0,0.0
159727,Song of Freedom,1936-08-16,0,0.0
244151,Big Fella,1937-07-17,0,0.0
8333,The Taking of Pelham One Two Three,10/02/1974,,0.0
19259,Volunteers,1985-08-16,0,0.0
820,JFK,12/20/1991,40000000,205405498.0
11718,Who's Harry Crumb?,1989-02-03,0,0.0
8989,Harry and the Hendersons,05-06-1987,0,49998613.0
32031,Let's Get Harry,01/01/1986,0,0.0
58048,Shanghai Surprise,29-08-1986,17000000,0.0
26827,Who's That Girl,08/07/1987,0,7305209.0
11157,She-Devil,08-12-1989,0,0.0
28370,Date With an Angel,20-11-1987,0,0.0
918,Blind Date,03/27/1987,18000000,39321715.0
61178,Nadine,08/07/1987,,5669831.0
11176,The Muppet Movie,05/31/1979,0,76657000.0
14900,The Great Muppet Caper,26-06-1981,0,0.0
11899,The Muppets Take Manhattan,1984-07-13,8000000,0.0
36536,Sesame Street Presents Follow That Bird,1985-08-02,0,0.0
18890,We're Back! A Dinosaur's Story,11/24/1993,0,9317021.0
19736,Baby: Secret of the Lost Legend,1985-03-22,0,0.0
123047,Turtle Diary,1985-09-10,0,0.0
24575,Raise the Titanic,01/01/1980,0,0.0
16535,Titanic,04/11/1953,,4905000.0
10971,A Night to Remember,1958-12-16,1680000,0.0
23928,Captain Horatio Hornblower R.N.,10-04-1951,0,0.0
31336,The Carriers Are Waiting,19-05-1999,0,0.0
462,Erin Brockovich,2000-03-17,,256271286.0
9532,Final Destination,2000-03-16,,53302314.0
117259,Soft Fruit,1999-10-28,0,0.0
78231,Babymother,1998-09-11,0,0.0
2383,The Bear,1988-10-21,0,138241022.0
25503,Impact,1949-03-20,0,0.0
53879,Love Is a Many-Splendored Thing,1955-08-18,,0.0
1396,Mirror,1975-03-07,0,0.0
11570,The Crimson Pirate,27-09-1952,1850000,0.0
1541,Thelma & Louise,1991-05-24,0,45361000.0
150043,Something For Everyone,22-07-1970,0,0.0
17443,...And Justice for All,1979-10-19,0,33300000.0
8469,Animal House,07/27/1978,2700000,141000000.0
27995,She's Gotta Have It,08-08-1986,0,0.0
36739,School Daze,1988-02-12,0,0.0
925,Do the Right Thing,1989-06-30,6500000,37295445.0
41823,Mo' Better Blues,03-08-1990,10000000,16153593.0
1713,Jungle Fever,06/07/1991,14000000,32482682.0
26170,Coogan's Bluff,1968-10-02,0,3110000.0
30547,The Champ,10-07-1979,0,0.0
54825,Creature Comforts,15-07-1989,500000,0.0
13939,Death Wish,24-07-1974,3000000,22000000.0
14373,Death Wish 2,20-02-1982,,45000000.0
24873,Death Wish 3,11/01/1985,9000000,16945171.0
26263,Death Wish 4: The Crackdown,06/11/1987,0,0.0
34746,Death Wish 5: The Face of Death,1994-01-14,,1702394.0
996,Double Indemnity,04/24/1944,927262,2500000.0
9079,Dying Young,06/20/1991,0,0.0
1496,Cool as Ice,1991-10-18,,1193062.0
1498,Teenage Mutant Ninja Turtles,1990-03-30,13500000,202000000.0
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22,25000000,78000000.0
1499,Teenage Mutant Ninja Turtles III,1993-03-17,,42000000.0
1880,Red Dawn,08/10/1984,4200000,38376497.0
33762,Band of the Hand,1986-04-11,8700000,4865912.0
103960,Born American,08/30/1986,0,0.0
11690,Bloodsport,02/26/1988,1500000,11806119.0
29143,Eyes of Laura Mars,1978-08-02,7000000,20000000.0
35292,Funny Bones,1995-09-20,0,0.0
36652,The Good Earth,06-08-1937,0,0.0
801,"Good Morning, Vietnam",1987-12-23,13000000,123922370.0
104301,The Good Mother,1988-11-04,0,0.0
11520,Grumpy Old Men,1993-12-25,0,0.0
1879,Guess Who's Coming to Dinner,1967-12-11,4000000,56666667.0
2085,Romeo Must Die,03/20/2000,25000000,91036760.0
13539,Here On Earth,03/23/2000,0,0.0
16222,Whatever It Takes,31-03-2000,15000000,9902115.0
109479,Buddy Boy,05-09-1999,0,0.0
17078,The Color of Paradise,08-02-1999,0,0.0
37722,Waking the Dead,23-03-2000,8500000,327418.0
75892,Blood and Sand,22-09-1989,,0.0
33516,Gothic,1986-11-30,0,0.0
99008,Hillbillys in a Haunted House,01-05-1967,0,0.0
9960,Lord of the Flies,13-08-1963,250000,0.0
3082,Modern Times,1936-02-05,0,8500000.0
49338,National Lampoon's Last Resort,1994-04-29,0,0.0
2102,Solar Crisis,14-07-1990,55000000,0.0
52961,That's Life!,1986-10-10,,0.0
12187,Heart and Souls,1993-08-13,0,16589540.0
24748,Hud,05/29/1963,2500000,10000000.0
990,The Hustler,25-09-1961,2000000,7600000.0
1908,Inherit the Wind,1960-06-24,0,0.0
9764,Dersu Uzala,1975-08-02,4000000,0.0
840,Close Encounters of the Third Kind,11/16/1977,20000000,303788635.0
39890,The City of the Dead,1960-09-09,0,0.0
42237,Jonah Who Will Be 25 in the Year 2000,01-01-1976,0,0.0
26689,Retroactive,01-01-1997,0,0.0
25673,A Place in the Sun,1951-06-12,0,0.0
2291,Jacob's Ladder,02-11-1990,25000000,25965144.0
13531,Empire Records,1995-09-22,,0.0
16620,La Bamba,07/24/1987,6500000,54215416.0
526,Ladyhawke,03/27/1985,20000000,18432000.0
13346,Lucas,1986-03-28,6000000,8200000.0
243,High Fidelity,03/17/2000,30000000,47126295.0
10501,The Road to El Dorado,03/31/2000,95000000,76432727.0
11478,The Skulls,2000-03-31,15000000,35007180.0
96167,Autopsy,01/18/1975,0,0.0
24212,Devil Girl from Mars,05/01/1954,0,0.0
6644,El Dorado,17-12-1966,4653000,6000000.0
41038,The Hideous Sun Demon,1958-08-28,0,0.0
879,Hook,1991-12-11,70000000,300854823.0
32613,Horror Express,09/30/1972,300000,0.0
39406,My Chauffeur,24-01-1986,0,0.0
85689,The Son of the Sheik,05-09-1926,0,0.0
31624,Torso,01/04/1973,0,0.0
17529,True Grit,11-06-1969,0,14250000.0
40841,Roadside Prophets,27-03-1992,0,157645.0
118098,Madame Sousatzka,10/14/1988,0,0.0
1793,Max Dugan Returns,25-03-1983,0,0.0
11327,Midnight Express,1978-09-12,2300000,35000000.0
1700,Misery,11/28/1990,20000000,61276872.0
54087,Mr. Saturday Night,23-09-1992,43000000,13300000.0
34322,Murphy's Romance,12/25/1985,13000000,30867525.0
41659,My Life,11/12/1993,0,27484464.0
593,Solaris,03/20/1972,0,0.0
10774,Network,11/01/1976,,23689877.0
10083,No Way Out,08/14/1987,0,35509515.0
29786,North Dallas Forty,03-08-1979,0,26079312.0
11356,The Odd Couple,02/07/1968,0,44527234.0
10747,The Outlaw Josey Wales,30-06-1976,3700000,31800000.0
38809,Black and White,04-09-1999,10000000,5241315.0
10559,Frequency,04/28/2000,31000000,68106245.0
20697,Ready to Rumble,07-04-2000,24000000,12372410.0
2621,Return to Me,2000-04-07,24000000,36609995.0
10479,Rules of Engagement,2000-04-07,0,71000000.0
125709,Joe Gould's Secret,01/21/2000,0,0.0
49721,Me Myself I,20-04-2000,,369975.0
2006,"Bell, Book and Candle",25-12-1958,0,0.0
184885,The Bells,07/29/1926,0,0.0
46625,The End of Violence,09/12/1997,5000000,0.0
17339,Force 10 from Navarone,01-11-1978,5000000,7230000.0
26879,How to Stuff a Wild Bikini,1965-07-14,0,0.0
11305,Mystery Train,06-09-1989,2800000,0.0
48211,Sacco & Vanzetti,16-03-1971,0,0.0
28975,Taffin,26-02-1988,0,0.0
13665,Arthur,07/17/1981,0,95461682.0
12309,Bachelor Party,1984-06-29,6000000,38435947.0
1552,Parenthood,07/31/1989,0,126297830.0
106,Predator,1987-06-11,18000000,98235548.0
10333,The Prince of Tides,25-12-1991,30000000,74787599.0
11027,The Postman Always Rings Twice,03/20/1981,12000000,0.0
61560,Smoking / No Smoking,1993-12-15,0,0.0
123757,All the Vermeers in New York,09/11/1990,0,0.0
27197,An Actor's Revenge,13-01-1963,0,0.0
10468,28 Days,06-04-2000,43000000,0.0
1359,American Psycho,04/13/2000,0,34266564.0
4967,Keeping the Faith,2000-04-14,30000000,37036004.0
31776,Where the Money is,14-04-2000,0,0.0
10557,East Is East,05/14/1999,3800000,28200000.0
27745,The Filth and the Fury,03/29/2000,0,0.0
19214,Passion of Mind,2000-01-07,0,0.0
46686,Third World Cop,1999-09-14,0,40717.0
71402,Coming Apart,1969-10-26,0,0.0
13776,Diner,02-04-1982,0,0.0
26291,Shakes the Clown,1991-03-13,1400000,0.0
10784,Cabaret,02/13/1972,0,0.0
10242,What Ever Happened to Baby Jane?,31-10-1962,980000,0.0
27857,Prick Up Your Ears,04/17/1987,0,0.0
16347,Auntie Mame,12/27/1958,0,0.0
4825,Guys and Dolls,11/03/1955,5500000,0.0
11654,The Hunger,04/29/1983,0,5979292.0
10518,Marathon Man,10/05/1976,6500000,21709020.0
11977,Caddyshack,25-07-1980,6000000,39846344.0
18041,Gossip,21-04-2000,14000000,5108820.0
14736,Love & Basketball,21-04-2000,0,27728118.0
3536,U-571,04/20/2000,62000000,127666415.0
1443,The Virgin Suicides,21-04-1999,6000000,10409377.0
10424,Jennifer Eight,1992-11-06,20000000,11390479.0
80677,The Law,01/25/1959,0,0.0
28971,Limelight,10/31/1952,0,0.0
49096,Empire of Passion,01/01/1978,0,0.0
310431,Stacy's Knights,01-06-1983,0,0.0
40562,Committed,01/21/2000,3000000,0.0
9456,The Crow: Salvation,31-10-2000,10000000,0.0
889,The Flintstones in Viva Rock Vegas,28-04-2000,83000000,59468275.0
10564,Where the Heart Is,2000-04-27,15000000,33771174.0
15723,The Big Kahuna,04/28/2000,7000000,3728888.0
19600,Bossa Nova,01-01-2000,,0.0
125537,Smiling Fish & Goat On Fire,1999-09-16,0,0.0
452,The Idiots,04/28/1998,2500000,7235.0
68170,The Last September,04/28/2000,0,0.0
36234,Timecode,03/22/2000,4000000,0.0
39283,Carnosaur,21-05-1993,1000000,1753979.0
65460,Carnosaur 2,02/23/1995,,0.0
55667,Carnosaur 3: Primal Species,21-11-1996,0,0.0
31978,Defying Gravity,07/09/1997,0,0.0
12476,The Hidden,10/30/1987,0,0.0
5241,Two Moon Junction,1988-04-29,0,1547397.0
98,Gladiator,05/01/2000,103000000,457640427.0
21311,I Dreamed of Africa,05/05/2000,34000000,0.0
47724,Up at the Villa,14-04-2000,0,0.0
11129,Human Traffic,1999-06-04,600000,4000000.0
94214,"Jails, Hospitals & Hip-Hop",,0,10.0
117781,Black Tights,02/20/1962,0,0.0
1058,Breathless,05/13/1983,,19910002.0
37112,The Great Locomotive Chase,08-06-1956,0,0.0
42159,The Idolmaker,14-11-1980,0,0.0
16395,Inferno,1980-02-07,3000000,0.0
50627,The King of Marvin Gardens,1972-10-12,,0.0
5608,"The Nibelungs, Tale 1: Siegfried",12/13/1966,0,0.0
38925,The Lords of Flatbush,1974-05-01,160000,4000000.0
13105,Mr. Mom,07/22/1983,0,64783827.0
22501,Time Masters,03/24/1982,,0.0
5491,Battlefield Earth,10-05-2000,44000000,21400000.0
10560,Center Stage,2000-05-12,18000000,17200925.0
19489,Held Up,08-10-1999,0,0.0
19419,Screwed,12-05-2000,,0.0
23531,Whipped,01-09-2000,0,0.0
10688,Hamlet,12-05-2000,2000000,1568749.0
17889,Anchors Aweigh,1945-07-14,0,0.0
18228,Blue Hawaii,1961-11-22,0,0.0
80351,The Castaway Cowboy,1974-08-01,0,0.0
18642,G.I. Blues,11/23/1960,0,0.0
205054,The Gay Deceivers,1969-07-30,0,0.0
39391,Gypsy,1962-12-01,0,0.0
18644,King Creole,07/02/1958,0,0.0
31516,On the Town,1949-12-08,,0.0
45827,One Little Indian,20-06-1973,0,0.0
5683,Pee-wee's Big Adventure,1985-07-26,6000000,40940662.0
113279,Regret to Inform,01/01/1999,0,0.0
2094,Roustabout,1964-11-11,0,3000000.0
14906,Saludos Amigos,1942-08-24,0,0.0
16176,The Slipper and the Rose,1976-03-24,0,0.0
52770,Things Change,21-10-1988,0,0.0
12518,Honeymoon in Vegas,08/28/1992,25000000,0.0
10567,Dinosaur,2000-05-19,127500000,354248063.0
10642,Loser,07/21/2000,0,0.0
9285,Road Trip,19-05-2000,16000000,119754278.0
10569,Small Time Crooks,19-05-2000,0,0.0
21879,The Hollywood Knights,1980-05-30,,10000000.0
98502,The Myth Of Fingerprints,1997-09-17,2000000,458815.0
21484,Possession,27-05-1981,0,0.0
24918,The Twelve Chairs,1970-10-28,0,0.0
955,Mission: Impossible II,2000-05-24,125000000,546388105.0
8584,Shanghai Noon,05/26/2000,55000000,56932305.0
47295,Better Living Through Circuitry,01/01/1999,0,0.0
11332,8 ½ Women,22-05-1999,,0.0
16093,Carnival of Souls,1962-09-26,30000,0.0
29372,Flying Tigers,08-10-1942,0,0.0
962,The Gold Rush,25-06-1925,0,2500000.0
5483,Lisa and the Devil,1973-05-08,1000000,0.0
21060,It's in the Water,1997-01-30,0,0.0
30588,Monsieur Verdoux,04/11/1947,0,0.0
668,On Her Majesty's Secret Service,12-12-1969,6500000,81974493.0
23518,Seven Days in May,12-02-1964,0,0.0
691,The Spy Who Loved Me,07-07-1977,14000000,185438673.0
31353,Those Who Love Me Can Take the Train,15-05-1998,0,0.0
44018,Vagabond,04-12-1985,0,0.0
698,Moonraker,06/26/1979,,210308099.0
682,The Man with the Golden Gun,12/01/1974,7000000,97572000.0
28973,A King in New York,25-10-1957,0,0.0
28974,A Woman of Paris,01-10-1923,0,0.0
40685,In Old California,1942-05-31,0,0.0
22994,The Fighting Seabees,27-01-1944,0,0.0
40639,Dark Command,15-04-1940,0,0.0
499,Cléo from 5 to 7,11-04-1962,0,0.0
9600,Big Momma's House,2000-05-31,30000000,173959438.0
120077,Running Free,1999-11-11,0,0.0
38006,The Abominable Snowman,26-08-1957,0,0.0
2768,American Gigolo,08-02-1980,,22743674.0
42002,Anguish,1987-11-10,0,0.0
40365,The Blood Spattered Bride,1972-09-30,0,0.0
24920,City of the Living Dead,08/11/1980,,0.0
21,The Endless Summer,06/15/1966,,0.0
10911,The Guns of Navarone,27-04-1961,6000000,28900000.0
10102,La Grande Bouffe,16-05-1973,0,0.0
30308,Lured,1947-08-28,0,0.0
38688,Pandora and the Flying Dutchman,1951-02-15,0,0.0
26912,Quatermass and the Pit,1967-11-09,0,0.0
26278,Quatermass II,05/24/1957,0,0.0
26953,Puppet Master,1989-10-12,0,0.0
26954,Puppet Master II,11/28/1990,780000,0.0
26956,Puppet Master III Toulon's Revenge,10/17/1991,800000,0.0
26957,Puppet Master 4,11/24/1993,,0.0
26958,Puppet Master 5: The Final Chapter,1994-09-21,0,0.0
26959,Curse of the Puppet Master,05/26/1998,0,0.0
26960,Retro Puppet Master,11/09/1999,0,0.0
80287,Rent-a-Cop,11/28/1987,0,0.0
6003,Romeo and Juliet,02-04-1968,0,38901218.0
23939,Stay Tuned,14-08-1992,25000000,10736401.0
46614,The Story of G.I. Joe,07/13/1945,0,0.0
11072,Blazing Saddles,07-02-1974,2600000,119500000.0
23069,Benji,10/17/1974,0,0.0
21299,Benji the Hunted,1987-06-17,0,0.0
38802,For the Love of Benji,1977-06-10,0,0.0
13368,White Christmas,10/13/1954,,0.0
985,Eraserhead,19-03-1977,0,7000000.0
14002,Baraka,1992-09-15,4000000,0.0
541,The Man with the Golden Arm,1955-12-14,0,0.0
21137,The Decline of Western Civilization,1981-07-01,100000,0.0
36724,The Decline of Western Civilization Part II: The Metal Years,06/17/1988,,0.0
938,For a Few Dollars More,1965-12-18,600000,15000000.0
10648,Magnum Force,12/23/1973,0,39768000.0
11368,Blood Simple,1984-09-07,1500000,0.0
10875,The Fabulous Baker Boys,10/13/1989,13000000,0.0
2075,Prizzi's Honor,14-06-1985,0,26657534.0
1551,Flatliners,1990-08-09,0,61489265.0
22500,Gandahar,11-12-1987,0,0.0
10246,Porky's,11/13/1981,4000000,125728258.0
19698,Porky's II: The Next Day,24-06-1983,6500000,33759266.0
23919,Porky's 3: Revenge,03/22/1985,,20518905.0
18835,Private School,29-07-1983,0,0.0
26554,Class of Nuke 'Em High,1986-12-12,,0.0
15239,The Toxic Avenger,1984-05-01,0,0.0
28165,The Toxic Avenger Part II,1989-02-24,,0.0
28169,The Toxic Avenger Part III: The Last Temptation of Toxie,11/24/1989,0,0.0
15762,Night of the Creeps,1986-08-21,0,0.0
169,Predator 2,11/20/1990,0,57120318.0
865,The Running Man,11/13/1987,27000000,38122105.0
9663,Starman,13-12-1984,,28744356.0
26889,The Brother from Another Planet,07-09-1984,0,0.0
10128,Alien Nation,07-10-1988,16000000,32155047.0
9659,Mad Max,1979-04-12,400000,100000000.0
8810,Mad Max 2: The Road Warrior,1981-12-24,2000000,24600832.0
9355,Mad Max Beyond Thunderdome,06/29/1985,12305523,36230219.0
1727,Bird on a Wire,1990-05-18,20000000,0.0
635,Angel Heart,03/06/1987,,17185632.0
10068,Nine 1/2 Weeks,1986-02-14,17000000,6735922.0
11495,Firestarter,1984-05-11,15000000,17080167.0
11428,Sleepwalkers,1992-04-10,0,30524763.0
10117,Action Jackson,12-02-1988,7000000,20256975.0
35936,Sarafina!,18-09-1992,,0.0
25562,Soapdish,1991-05-31,0,36489888.0
51763,The Long Walk Home,1990-12-21,0,0.0
73079,Clara's Heart,1988-10-07,0,0.0
38921,Burglar,1987-03-20,0,0.0
35463,Fatal Beauty,1987-10-30,0,0.0
9679,Gone in Sixty Seconds,09-06-2000,90000000,237202299.0
24587,American Pimp,1999-01-01,,0.0
51333,Love's Labour's Lost,03/31/2000,,299792.0
17771,Sunshine,09/13/1999,0,0.0
31610,Trixie,2000-06-28,0,0.0
60005,American Virgin,02-06-2000,0,0.0
10264,Hamlet,1990-12-19,0,20710451.0
31657,Coming Home,1978-02-15,,0.0
29204,American Pop,02/13/1981,0,6000000.0
17814,Assault on Precinct 13,11/05/1976,150000,0.0
11879,Near Dark,1987-10-02,5000000,0.0
21128,One False Move,08-05-1992,0,1543112.0
482,Shaft,02-07-1971,4000000,12121618.0
592,The Conversation,04/07/1974,,4420000.0
31593,Cutter's Way,1981-03-19,3000000,0.0
12611,The Fury,10-03-1978,,24000000.0
14328,The Paper Chase,16-10-1973,0,0.0
32047,Prince of the City,1981-08-19,0,0.0
9040,Serpico,1973-12-05,3000000,29800000.0
25364,Ace in the Hole,1951-06-29,0,1300000.0
43002,Lonely Are the Brave,1962-05-24,0,0.0
5121,The Sugarland Express,1974-04-05,3000000,12800000.0
195,Trouble in Paradise,10/21/1932,,0.0
6978,Big Trouble in Little China,05/30/1986,25000000,11000000.0
3133,Badlands,15-10-1973,0,0.0
643,Battleship Potemkin,12/24/1925,0,45100.0
10571,Boys and Girls,16-06-2000,16000000,20627372.0
479,Shaft,06/15/2000,46000000,107196498.0
7450,Titan A.E.,16-06-2000,75000000,36754634.0
31023,Butterfly,24-09-1999,3000000,6000000.0
25636,Jesus' Son,1999-09-05,0,0.0
41160,The Match,13-08-1999,0,0.0
47439,Time Regained,05/19/1999,0,0.0
207731,Boricua's Bond,,0,0.0
7443,Chicken Run,2000-06-21,45000000,224834564.0
2123,"Me, Myself & Irene",22-06-2000,51000000,149270999.0
2024,The Patriot,28-06-2000,0,215294342.0
17711,The Adventures of Rocky & Bullwinkle,2000-06-30,76000000,35134820.0
2133,The Perfect Storm,15-03-2000,,325756637.0
29946,The Golden Bowl,2000-05-14,15000000,0.0
25993,Asylum,11/17/1972,0,0.0
28774,Communion,1989-11-10,0,1919653.0
46929,Fun & Fancy Free,09/27/1947,0,0.0
11598,The Kentucky Fried Movie,1977-08-10,600000,0.0
9702,Bound by Honor,1993-02-05,35000000,0.0
117026,Daughter of Dr. Jekyll,28-06-1957,0,0.0
9873,F/X,07-02-1986,0,20603715.0
16820,F/X2,04/16/1991,16400000,0.0
14864,The Hot Spot,1990-10-12,0,1293976.0
15379,Missing in Action,16-11-1984,,22812411.0
12764,Missing in Action 2: The Beginning,1985-03-01,2410000,10755447.0
27352,Braddock: Missing in Action III,01/22/1988,0,6193901.0
8348,Thunderbolt and Lightfoot,1974-05-23,0,21700000.0
24099,Dreamscape,08/15/1984,0,12145169.0
17897,The Golden Voyage of Sinbad,12/20/1973,0,11000000.0
28050,Hatchet for the Honeymoon,1970-06-02,0,0.0
16094,House Party,1990-03-09,0,26386000.0
16096,House Party 2,10/23/1991,0,0.0
20343,Make Mine Music,26-04-1946,68,0.0
13757,Melody Time,1948-05-27,2000000,0.0
11822,Nekromantik,1987-05-27,0,0.0
90980,On Our Merry Way,1948-02-03,0,0.0
26270,Project Moon Base,09/04/1953,0,0.0
37744,Rocketship X-M,1950-06-02,0,0.0
494,Shaft in Africa,14-06-1973,2142000,1458000.0
493,Shaft's Big Score!,06/08/1972,1978000,10000000.0
12706,Croupier,25-06-1998,0,0.0
4244,The Kid,07/07/2000,65000000,69700000.0
4247,Scary Movie,07-07-2000,,278019771.0
20770,But I'm a Cheerleader,1999-09-12,,2600000.0
1050,Shower,09/13/1999,0,0.0
1052,Blow-Up,12/18/1966,0,0.0
20540,The Pawnbroker,20-04-1965,500000,0.0
23655,Groove,2000-06-08,0,0.0
1788,Footloose,17-02-1984,8200000,80035402.0
32275,Duel in the Sun,1946-12-31,6000000,20400000.0
36657,X-Men,2000-07-13,75000000,296339527.0
